3.352382299999999926e+00,0.000000000000000000e+00,-4.747003580000000333e+00
1.235352360000000083e+01,0.000000000000000000e+00,-1.107668235000000045e+01
2.659582309999999783e+00,0.000000000000000000e+00,-2.397231559999999817e+00
2.050507490000000210e+00,0.000000000000000000e+00,-4.038327259999999974e+00
2.906239339999999949e+00,0.000000000000000000e+00,-3.512660830000000178e+00
2.691360790000000058e+00,0.000000000000000000e+00,-6.389400509999999755e+00
4.746659489999999870e+00,0.000000000000000000e+00,-2.746741339999999809e+00
2.559943319999999911e+00,0.000000000000000000e+00,-2.990943979999999947e+00
-5.880460100000000079e-01,0.000000000000000000e+00,-5.862769999999999787e-03
4.225964899999999913e-01,0.000000000000000000e+00,-3.513628300000000149e-01
-1.437388689999999913e+00,0.000000000000000000e+00,6.686895899999999449e-01
1.759582000000000160e-02,0.000000000000000000e+00,-1.187824540000000040e+00
6.074104000000000170e+00,0.000000000000000000e+00,-6.970564529999999870e+00
