-1.254164550000000045e+00,0.000000000000000000e+00,-7.970601899999999462e-01
2.236382899999999896e-01,0.000000000000000000e+00,4.043008000000000018e-02
-1.195837399999999939e-01,0.000000000000000000e+00,-3.086300999999999975e-02
-7.758010400000000528e-01,0.000000000000000000e+00,-7.574006899999999876e-01
-5.592890900000000443e-01,0.000000000000000000e+00,1.130118199999999989e-01
-3.866017299999999768e-01,0.000000000000000000e+00,9.730830999999999509e-02
1.980720400000000048e-01,0.000000000000000000e+00,2.020628100000000094e-01
9.169010000000000007e-03,0.000000000000000000e+00,1.321449700000000005e-01
-3.480916900000000092e-01,0.000000000000000000e+00,1.921126800000000079e-01
3.566643710000000134e+00,0.000000000000000000e+00,1.405606329999999904e+00
-3.570666000000000118e-01,0.000000000000000000e+00,-1.153838699999999995e-01
-2.716916300000000173e-01,0.000000000000000000e+00,2.404511000000000148e-02
8.991797500000000554e-01,0.000000000000000000e+00,-1.342060800000000054e-01
